CustomerID,BirthDate,SSN,AccountID,AccountOpened,AccountType,Age
77.0,1991-05-21,514-57-1853,50.0,2067-05-03,savings,33.96851471594798
78.0,1973-08-10,020-16-6942,,1990-01-24,savings,51.74537987679671
79.0,2014-09-16,628-96-2584,,2067-03-24,savings,10.64476386036961
80.0,2006-04-28,763-71-6221,,2029-03-10,savings,19.030800821355236
81.0,2023-12-26,299-00-8770,,2029-12-29,savings,1.3689253935660506
82.0,2002-02-20,085-93-3571,,2014-12-14,savings,23.21423682409309
83.0,1976-10-12,875-04-4958,45.0,2039-09-15,cd,48.57221081451061
84.0,2002-12-14,165-25-5019,,2073-04-12,cd,22.401095140314855
85.0,1994-08-16,911-34-2861,,2047-12-05,savings,30.729637234770706
86.0,1983-11-16,787-21-6240,,2044-05-16,savings,41.478439425051334
87.0,2001-01-08,026-22-8040,,2015-05-15,savings,24.331279945242983
88.0,1962-02-07,327-09-3267,97.0,1989-10-03,cd,63.2498288843258
89.0,1985-10-06,627-48-7327,,2061-04-05,checking,39.58932238193019
90.0,1969-06-18,395-31-7064,34.0,2010-12-28,checking,55.89048596851472
91.0,1997-10-16,627-23-0106,,2027-10-14,checking,27.561943874058862
92.0,1989-03-21,310-31-9554,,1991-03-23,savings,36.134154688569474
93.0,1964-05-18,596-66-1496,,2023-01-01,checking,60.97467488021903
94.0,1969-03-14,958-12-8308,5.0,2037-04-03,savings,56.153319644079396
95.0,1975-09-23,607-97-1651,36.0,2011-07-24,checking,49.62628336755647
96.0,1989-03-09,870-80-0364,0.0,2054-11-01,cd,36.167008898015055
97.0,1960-09-23,773-33-2797,,1993-09-16,cd,64.62422997946612
98.0,1975-08-17,846-64-7054,,2032-12-25,savings,49.72758384668035
