CustomerID,BirthDate,SSN,AccountID,AccountOpened,AccountType,Age
88.0,1962-02-07,327-09-3267,97.0,1989-10-03,cd,63.26078028747433
89.0,1985-10-06,627-48-7327,,2061-04-05,checking,39.60027378507871
90.0,1969-06-18,395-31-7064,34.0,2010-12-28,checking,55.90143737166324
91.0,1997-10-16,627-23-0106,,2027-10-14,checking,27.572895277207394
92.0,1989-03-21,310-31-9554,,1991-03-23,savings,36.145106091718
93.0,1964-05-18,596-66-1496,,2023-01-01,checking,60.98562628336756
94.0,1969-03-14,958-12-8308,5.0,2037-04-03,savings,56.16427104722793
95.0,1975-09-23,607-97-1651,36.0,2011-07-24,checking,49.637234770705
96.0,1989-03-09,870-80-0364,0.0,2054-11-01,cd,36.17796030116359
97.0,1960-09-23,773-33-2797,,1993-09-16,cd,64.63518138261465
98.0,1975-08-17,846-64-7054,,2032-12-25,savings,49.738535249828885
